GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,time,extra,PLAYERS_ON,assisted,season_type,year,DEF_ID,score_margin,DEF_POSITION,DEF_ROLE,D_LEBRON,dsc,OFF_POSITION,OFF_ROLE,O_LEBRON,ASSIST_ID,opp_team,OPP_ID,EVENTNUM
Shot Chart Detail,42500161,7,1630183,Jaden McDaniels,1610612750,Minnesota Timberwolves,1,11,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,127,235,1,0,20260418,DEN,MIN,425001617,230,0,203497|203944|1628978|1630162|1630183,0,PS,2026,1627750,0.0,PG,Chaser,-1.5348110549023566,MISS McDaniels 27' 3PT Pullup Jump Shot,PF,Athletic Finisher,-1.5900663152586745,,DEN,1610612743.0,7
Shot Chart Detail,42500161,15,1628978,Donte DiVincenzo,1610612750,Minnesota Timberwolves,1,11,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,178,191,1,1,20260418,DEN,MIN,4250016115,470,0,203497|203944|1628978|1630162|1630183,1,PS,2026,1631128,1.0,SG,Point of Attack,-0.0009793024083802,DiVincenzo 26' 3PT Pullup Jump Shot (3 PTS) (Gobert 1 AST),SG,Movement Shooter,-0.1013777400144902,203497.0,DEN,1610612743.0,15
Shot Chart Detail,42500161,26,1628978,Donte DiVincenzo,1610612750,Minnesota Timberwolves,1,10,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-222,162,1,1,20260418,DEN,MIN,4250016126,870,0,203497|203944|1628978|1630162|1630183,1,PS,2026,203932,2.0,PF,Wing Stopper,-0.6992454115603068,DiVincenzo 27' 3PT Jump Shot (6 PTS) (Edwards 1 AST),SG,Movement Shooter,-0.1013777400144902,1630162.0,DEN,1610612743.0,26
Shot Chart Detail,42500161,30,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,10,12,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,-21,235,1,0,20260418,DEN,MIN,4250016130,1080,0,203497|203944|1628978|1630162|1630183,0,PS,2026,1629661,2.0,SF,Helper,-0.2852304748086314,MISS Edwards 24' Step Back Jump Shot,SG,Shot Creator,2.364883849706442,,DEN,1610612743.0,30
Shot Chart Detail,42500161,40,1630183,Jaden McDaniels,1610612750,Minnesota Timberwolves,1,9,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,13,1,1,20260418,DEN,MIN,4250016140,1540,0,203497|203944|1628978|1630162|1630183,1,PS,2026,1627750|203999,6.0,,,,,PF,Athletic Finisher,-1.5900663152586745,1628978.0,DEN,1610612743.0,40
Shot Chart Detail,42500161,50,203944,Julius Randle,1610612750,Minnesota Timberwolves,1,8,54,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-110,111,1,1,20260418,DEN,MIN,4250016150,1860,0,203497|203944|1628978|1630162|1630183,0,PS,2026,203932,5.0,PF,Wing Stopper,-0.6992454115603068,Randle 16' Fadeaway Jumper (2 PTS),PF,Shot Creator,1.1602929479119164,,DEN,1610612743.0,50
Shot Chart Detail,42500161,64,203944,Julius Randle,1610612750,Minnesota Timberwolves,1,7,56,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,137,10,1,0,20260418,DEN,MIN,4250016164,2440,0,203497|203944|1628978|1630162|1630183,0,PS,2026,1629661,4.0,SF,Helper,-0.2852304748086314,MISS Randle 14' Fadeaway Jumper,PF,Shot Creator,1.1602929479119164,,DEN,1610612743.0,64
Shot Chart Detail,42500161,68,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,29,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,110,164,1,0,20260418,DEN,MIN,4250016168,2710,0,203497|203944|1628978|1630162|1630183,0,PS,2026,1629661,4.0,SF,Helper,-0.2852304748086314,MISS Edwards 20' Step Back Jump Shot,SG,Shot Creator,2.364883849706442,,DEN,1610612743.0,68
Shot Chart Detail,42500161,76,1630183,Jaden McDaniels,1610612750,Minnesota Timberwolves,1,7,7,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,116,152,1,1,20260418,DEN,MIN,4250016176,2930,0,203497|1628978|1629675|1630162|1630183,0,PS,2026,203999,4.0,C,Anchor Big,0.9357439192517852,McDaniels 19' Pullup Jump Shot (8 PTS),PF,Athletic Finisher,-1.5900663152586745,,DEN,1610612743.0,76
Shot Chart Detail,42500161,79,1630183,Jaden McDaniels,1610612750,Minnesota Timberwolves,1,6,55,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,5,1,1,20260418,DEN,MIN,4250016179,3050,0,203497|1628978|1629675|1630162|1630183,1,PS,2026,,,,,,,PF,Athletic Finisher,-1.5900663152586745,1629675.0,DEN,1610612743.0,79
